Text,Sentiment
 bout to party in a tent ,pos
" Boys are stupid, clingy puppies who need to be kicked sometimes",neg
"' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad.",pos
 broken again -.-,neg
 broken bones suck,neg
 broken hearts will heal with time...,neg
" Bron It's okay, next year",neg
 brooklyn bridge for the first time ever. yay life =D,pos
 brug says swine flu reached manila. Now the I don't have a reason for the JB to come here as refuge from hposnpos!!! (,neg
 bummer. .. what happened to wednesday nights??,neg
 Bus only just arrived. was sposed to be here 25 mins ago. Cant wait till i can drive again so i dnt have to rely on busses.,neg
" But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller.",pos
 but i  love that show @ohai_audrey ...,neg
" but idk, he like doesn't even want to be my friend,? Cause i'm trippin? Idk. It's his fault. And i handle it. Ughh. I Wanna Move!",neg
 but not with Karen anymore,neg
 But pretty good acting for 4 year old. I was impressed.,neg
- but sticks and stones still break my bones ,neg
 but why not? @kathrynYO,neg
 but youre taking steps to change it!,neg
 bye baby. up next= one way ticket to hawaii. weird.,neg
 byee guysss,neg
 calculus exam,neg
" I dnt knw, i feel lke i shuld try.",neg
 i dnt want it! Just revenge.,neg
 i don't feel good. I want some partyrings &amp;&amp; starbucks,neg
 i dont fell happy right now ,neg
 i dont know wer we went wrong,neg
 i don't know what to put.,neg
 i don't know why but i'm really sad and worried at the moment.,neg
 I DON'T KNOW WHY I CAN'T DM FROM MY PHONE. THIS SUCK.,pos
 i don't know why i'm sad and worried at the moment. i really don't know.,neg
 i don't like crying.,neg
 I don't think my dog is gonna make it past the night ,neg
 i dont think yoru there... bummma,neg
 I don't wanna be at work right now. I'm sooo tired and a smidge hungover,neg
 I don't wanna be sick,neg
 i dont wanna do this im gunna cry,neg
 I don't wanna go to work.... Tired and I miss my papi ,neg
 i don't want school anymoreee.,neg
 I dunno what to do now.,neg
 i failed my math final part #2     i hate calculus nowwww !,neg
 i feel bad .MewithoutYou.,neg
 i feel just like my car inside banged up and sad   maybe its meant for  me to get a new can i borrow some cash ..anyone? anyone?,neg
 I feel like a horrible human being. I didn't take the dog out when I was supposed too!,neg
 I feel like crap. ,neg
 i feel like crawling into my bed under my covers listening to my ipod and having a cry session..,neg
 I feel like my ipod is gonna die on me today. (The apple of my eye-double pun),neg
 i feel really alone.,neg
 i fell down the stairs again... i officially hate curvy staircases. they're nothing but bad news.,neg
" i felt so sick today, had a sore throat and had to go to a doctors appointment.. i just wanna rest",neg
 I finally have updated from a computer. THANK YOU DAD,pos
 I forgot to bring my new Allegra D pos2 hour to work today... so Singulair and I are flying solo today! ,neg
 i forgot to tell you guys that I didnt make  the cheer team  gggrr!! ,neg
 i got banned forever from cp mimo dosnt that suck?,neg
 i got ill and tomorrow iï¿½ve got birthday...,neg
 i got sunburnt 2day....In Blackpool :O lol my little boy had fun tho....chucking water on me lol,neg
 I GUESS I DONT HAVE A BOYFRIEND!!!!!!,neg
 I guess I wouldn't be a true Cleveland sports fan without years of collapse and disappointment,neg
 I guess i'll be home... while everyone is at BDay Bash having the time of their lives... with DRAKE! :'(,neg
 i guess it got you more time to work rofl,neg
 I hat3 seeing friends breakup.....im sorry frankus,neg
 I hate goodbyes.,neg
 i hate having to change driving instructor... new one has dented my confidence slightly...,neg
 I hate having to work weekend duty.,neg
 i hate him. ,neg
 i hate it! he's mad at me again! ,neg
 i hate lightening.,neg
 I hate not having anyone to talk to.,neg
 I hate pain,neg
 I hate summerschool! @santospattyy have fun at work even though you're getting off at posneg? @iwho doooit! I'll visitt you my fobby friend!,neg
 i hate the cold weather.,neg
 BBC: Champion Nadal out of Wimbledon http://news.bbc.co.uk/sport2/hi/tennis/8neg85394.stm,neg
 Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/pos54neg56,pos
 Beautiful day here on StT. Bout to head to Magens Bay- soak up some sun. Loove Saturdayss.,pos
" Beboing, Twitteringinging, TVing!  dihd i say i luv twilight yet? Wel... I LUV TWILIGHT!",pos
" because Boston (and fine ass Eddie House, #whocangetit, by the way) lost last nite. Boo Orlando! LA/Cle in the finals, baby!",neg
" because I'm a safe person, my ego was a little damaged. After a lil reboot, I'll be back to my usual Harlem swagg!",neg
 becca told me i would start to feel better after food. Still stressing about this exam...more revision in a bit.,neg
 becomming a fan of bubble shirts...Haha they dont make me look as chubby ,neg
 been a crappy day...,neg
 being a girl stinks. Grrrrrrrrrr,neg
 Being forced into bed. Guess I'll have to wait until moring here for Niley news (I'm in UK so  ),neg
"- big day of putting in a dock tomorrow.  6neg degress outside, but the water will be much colder than that! ",neg
 bio. physics. math. health. filipino. english. elections. help me i'm drowning in school work.,neg
 blah blah blah... I'm perfect for you and you know it.,neg
 Blesh. No feedback. And no one in my house will tell me. Sheesh.,neg
 bluetooth still doesn't work on iphone 3.neg. pile of knob sackage!,neg
 boo (but will I listen?),neg
 boo for the first day of classes...summer classes! ughhhh has anyone ever had boob cramps? lol,neg
" boo hoo- trying to open my email, it's not working, grrrr!",neg
 boo you suck...but thanks for one thing today and can wait for the rest of the week...,neg
 bored and no one is talking anymore.,neg
 bored..... sad.... no one tweeting...,neg
 bored.wish I had somewhere 2 go.ha,neg
 BOREDD I WANT TO GO HOMMMMME.,neg
 Boring English Coursework.,neg
 BOSS marah coz i steal a few puff......,neg
 Boston and Atlanta both out...my vote goes to the Nuggets for NBA Champions! http://plurk.com/p/ug96m,neg
- bouta' watch mall cop ,pos
 brandon why do you work so much? ,neg
 breaking into pieces...waited all that time 4 what N.A.S.,neg
 bringing my lovely back home. Sucks. Great day. I love her. Steven later.,neg
" British weather is back i see! Oh well Birtney, london and ciaraaaa in 5 dayssss ",neg
 bryan wants on right now. if i can get on when hes done i will. TXT MEEEEEE!,neg
 but theres always tomorrow..,neg
 caffine headache now lol follow @peterfacinelli @gilbirmingham @billy_burke,neg
' camp in confirming that he will be in San Diego this fall for the PRSSA Convention. haha. ,pos
 can I tweet yet? My phone was jus buggin,neg
- Can See clearly now the rain is gone. ,pos
 can some one pleease tell me how to work out the total surface area of a square pyramid? ,neg
 cannot hear the new song due to geographic location. i am geographically undesirable. and tune-less,neg
 Cant do this anymore,neg
 can fuck I also have to read NIGHT!!,neg
 can I go and sit in my own little corner,neg
 can someone buy me adrink? Faaa real!!!!!,neg
- can someone run with me to Newport ? Don't wanna take the ride myself ,neg
 Can yah figure it outt?!,pos
 can't stop smiling after talking to him all day...  ...Why couldn't I have met him months ago?!?,pos
 Cant waiit! xxx.,pos
 can't wait 'til wednesday!!!! &lt;3 CHAMPSSSS!!!!,pos
 can't wait till later!!!!!!!!!!! gonna sit here and play ps2 then prob watch the phillies then eat dinner then the best part of the day!,pos
 can't wait to get my share of her check today. Lol,pos
 cause i'm happy but disappointed my car is messing up.....my poor baby. now i'm hungry with no way to get food. What's in this house?????,pos
" cavs lost, and I got this sinking feeling we are going to lose Lebron in 2negposneg also...why must my home city SUCK? Ah well, LETS GO BROWNS!",neg
- change of screen name ,pos
 charade is over.Sammy Sosa supposedly tested positive in 2negneg3 for a performance enhancing drug. My childhood hero is officially disgraced,neg
 Charging phone,pos
 cheer me up;,neg
 cheese and pickle sandwich with too much pickle = urgh!!,neg
 chillin!!!!,pos
 Chinese for dinner and working on a cool website template. So proud of myself.,pos
 chop my hand off please! Advil isn't working,neg
-- choppin it up w/ @auchboogie  i love you,pos
 Cleveland @MsJBell Congrats Orlando,neg
 clouds are rolling in....,neg
 coco doesnt tweet anymore. viva la hole woman. dont let us down...again....,neg
 come back,neg
 computer overheatedd. I think i smell burning laptop...,neg
" computers not working , help help help",neg
 concert later tonight!,pos
" cool. Ew, I bought The Things They Carried on amazon &amp; it came like shit! &gt;=/ I cost me $posneg &amp; its $pos4 new &gt;=/",pos
 could be,pos
 could not get to sync facebook and twitter,neg
 Could Not Sleep If My Life Depended On It ):,neg
 couldn't find anything I wanted at Fry's that was within my budget.,neg
" couples in public, slow love songs...  Im soo lonely ",neg
" Covered in bug bites, man this blows.....  ",neg
 coz he's ,neg
 cramps suck your mothers balls! *mentally screams* OUCH!,neg
 i hate this .. Goodnight.,neg
 i hate this part.,neg
 i hate thunder... i woke up really scared just now cus of it.,neg
" i hate when porn ppl follow me, what. time to delete stuff~",neg
 I have a brace and it hurts!!!!! now I am a braceface!!!!!,neg
 i have a buzz,pos
 i have a headache!!!,neg
 i have already seen all the episodes of forensic files they are playing tonight.,neg
 i have been having the worst cramps lately.,neg
" I have finally seen Clerks, from beginning to end and no TV swear-word editing (poor Jay! xD). I feel somehow fulfilled.",pos
 I have one big swollen ear...antibiotics again!,neg
" I have such a problem with insomnia, went to bed at midnight and woke up at 3 am....",neg
 i have the cold ,neg
" i have to go into school tomorrow to sing, and babysit before that. when will i find time for the sims 3?! i'm going to cry!",neg
 I have to go to work.,neg
 i have to piss.,neg
 I have to wait till next Tuesday to see star trek cause no one will go with me till then.  Friends suck.,neg
" i havent actually seen my bestfriend in maybe a month... My fault, i been so busy... And i miss her!",neg
 I haven't been on Twitter all day thought I'd make some late twitters.,pos
" i haven't checked it for a while, but sushi's memorial site seems down, can anyone else see it? http://cli.gs/sushi",neg
 i hope everyone has a great day!,pos
 i hope i dont have any weird brain problem or disease  i think ill be fine though. the nurse doesnt sound too worried.,neg
 i hope justice isnt mad at me,neg
 I hope the RAPE GHOST doesn't get me.,neg
 I hope you find a great trousers,pos
 I is to drunk to know if in a partht or what nor,neg
" i just ate some bad fruit, i think",neg
 I just busted my ass in the kitchen and I'm wearin flats....grr stupid floor,neg
 i just got dumped by my boyfrnd  love  makayla,neg
 I just got to my 5negneg tweet...... Do i get a prize? *sidebar* Cassidy...... Your NASTY! Why i gots to hear about your wide peen for? Smh,pos
 i just had a bug crawling on my leg. it scared me. but now its in a water bottle i found on my floor. hopefully it doesnt find a way out!,neg
 I just heard David Eddings died earlier this month,neg
 I just hit my face on a box at work n scratched my cheek lol,neg
 I just made a $posk principal payment on my student loans because I realized my monthly payments only go to interest. ):,neg
 i just need my snuggle buddy backkk,neg
 i just poked myself in the face with a Goose feather from my pillow...,neg
 I just restarted my iPod. I should've written down all my apps first.,neg
- I just saw one of the new Camaros &quot;in the wild&quot; for the first time! Cool. ,pos
 i just sneezed with a strepsil in my mouth and nearly choked (n),neg
" I just waited so long for the finale of gossip girl to download, opened it up and it was the wrong one! They posted the wrong link! D:",neg
 I just wanna curl up and go back to bed!,neg
 I just wanna swim some laps but all the lanes are taken! This sucks.,neg
 can't get it off my mind... &lt;/3,pos
" Can't get my hands on a copy of Cap #6negneg until at least Thursday. Actively avoiding spoilers, bought Deadpool to cheer me up instead",neg
 can't wait to come home!,pos
 cant wait to see eric and lauras house ,pos
 Cardinals lost...AGAIN!,neg
-- Catching up on last weeks Greys... I miss when it was awesome ,neg
- Catching up on some work! looking forward to going out 2night ,pos
" Cavs fizzled, tribe burnt by Yankees. Not a happy day for Cleveland. #fb",neg
 Cavs lost!!!!! WHY!!!! Magic will lose easily though,neg
 cheer up shan.,neg
 chili's doesn't do the awesome blossom any more.,neg
 Class is boring,neg
 cleansed my face &amp;was reminded y I'm a winter not a summer ! I hate the sun . My face is so sore ! My everything is so sore ! ,neg
--- click on my name &amp; go look at my profile ,pos
" Climate Progress, MIT doubles its 2neg95 warming projection to posnegï¿½F ï¿½ with 866 ppm and Arctic warming of 2negï¿½F ( http://bit.ly/kdlvw )",neg
" clouds rolling in, hard to believe I got a little sunburned today..",neg
- Clumsy 'ol me left an awful scratch scar on my nose while attempting to adjust the googles and freestyling at the same time. ,neg
 cocoa pebbles at midnight. xD,pos
" college is over, I have now cleared and handed in my student card  uni to look forward to and enjoying the summer months",neg
 Collingwood are playing shiteeeeeeeee atm. Comeee on boysssss!,neg
 Columbus Crew,neg
 come on AppStore Approval. its been almost pos8 hrs :p lol,neg
 comfort foods shall be the death of me - there is dire need of eating less chocolate cake n getting more beauty sleep!,neg
 company is offering 2nd round of VSS RIF!,neg
 Completo. Just as the bell rings,pos
 confused....,neg
 coolness  http://yfrog.com/neg6atmfj,pos
 couldnt go with ashley,neg
 cousin not coming because of her senior project which isnt due for another fing 2 weeks &amp; its just an art project..ridiculous!!!,neg
 cracker night! Dinner at tgi Fridays and the cinema  it's gonna be good to awake up without a hangover 2mrw tattoo 2mrw?!,pos
 craig's a cokehead,neg
" crap day - feel sick and my phone has the battery life of, well, um, something with a miniscule life...",neg
" Currently getting dressed for ballet. Yes I am sitting here in a leotard, so what? Hahaa, I'm freezing...",pos
 da baby sleep now my gosh now its time 4 me 2 get sum rest b4 she gets up around posnegam =(,pos
 dad is leaving and wont be back til the wedding.,neg
 dad left for turkey already,neg
" daddy passed away june pos3, 2negneg9",neg
" dag just when i decide to throw that freak em dress on, my most expensive get em heels &amp; my fox lashes.. didda sys zzzz.. wtf",neg
 cramps. FUCK YOU. ugh asdfghjkl; in so much pain right now. I should go eat a banana. http://tumblr.com/xzrposwz7ez,neg
 CUBASE IS WORKING OH MY GOD,pos
- curiousity killed the cat... so much for wishing for the dream job... ,neg
-- currently at tajur. Boo boo I'm hungweey ,neg
 Currently enjoying the tonight show... I've missed my Conan&lt;3,pos
 cuz frankie is going swimming....,neg
 D: :S &gt;.&lt; ?????????? WHAT??? ;_;&lt;/3,neg
 dads in the hosptal (stupid bees),neg
" Dammit, my card didn't have enough money on it after all, which is why the DT deluxe box set was rejected. Now I have to get it again.",neg
- Damn I Have A Cold. ,neg
 damn it twitter UPDATE ME!!!,neg
 damn thuderstorms woke me up.. wish my bebe was here with me. I love you RICHARD,neg
 Dancing no more tonight. I'm EXHAUSTED. ,pos
 dang i feel like shit and those &quot;Above the Influence&quot; commercials really grind my gears.,neg
-- Daniel Powter Bad day http://bit.ly/ezAuU   i m NOT at COLDPLAY 2-nite in NASH...,neg
" darn i just found out im getting one of my tooth pulled out tomorrow, its gonna hurt so bad im guessing.((",neg
-- darn. I forgot to bring a fork to work today...now I'm eating my salad with coffee sticks. ,neg
 David Eddings is dead. I hope he died believing he'd gotten that one story finally told.,neg
 David Tennant is dating again. I thought he was saving himself for me. When will I meet some tall dark Scotsman to romance me?,neg
" Dear all, had to restore my computer and I have lost everything. Show delayed until I can get things back together.",neg
 def feelin a way. Jus found out a guy my lil brother grew up wit died. Niggas shot him at a party. pos9 n gone.. Smh.. Stop the violence,neg
" demi is going on tour, taylor is going tour, miley is going on tour, &amp; jonas brothers are going on tour, with the guy i think i &lt;3. : ...",neg
 Demi lovato is comming to london so is miley YAY! you lot will see me there trustttt mee still want to know what time itunes gig starts,pos
" dentist later, I'm hoping it's my teeth plates and nothing as NASTY as last time...",neg
" designing away for #f3s - homepage, match stats, league tables, private games and more - previews coming soon (:",pos
 did God give up on us?!,neg
 did I miss the hov track. smh I see mad twits about the hov shit.,neg
 did you guys hear about the airplane crash? Scary.,neg
 Didn't bring connector for camera on trip...saving new photos will have to wait another week...,neg
 Didnt calld Dad,neg
 Didn't do so well on the job today. Made $78. But I learned some valuable skills at the field manager meeting today!,neg
 didn't get an award but i did get recognized by all the seniors. They said that they are going to watch the plays because of me ,neg
 didn't get my halo-halo but instead have an udon soup to go.,neg
" didn't get to meet bachmann, but her young texan intern filled my quest for crazy...",neg
 didnt sticth today cos was reading on wattpad LOL,neg
 did't have proper food from morning on...  Liquid diet... Citrus in breakfast &amp; apple shake in lunch... missing home food,neg
 i just want my compositions back. i was going to work on a waltz/lullaby. stupid gremlins.,neg
" I just woke up but I wanna go back to sleep, someone keep me up lol.",neg
 I keep getting errors on iPhone and it saves okay online but I see nothing,neg
 I know I know,neg
 i know it could've been a lot worse. But a broken ankle is still enough to worry me.,neg
 I like the emo boy in hollyoaks /sad,neg
 I look like a freakshow!! The beautician waxed my eyebrows into oblivion!!,neg
 i look so beautiful today lol(in my dreams) and yet there is nobody around who wants to do anything ,neg
 i lost my neg2pos charger last night ,neg
 i lost my book while i was sleeping. who does that?!,neg
 I lost two kids at Youth Group tonight. No joke.,neg
 I love Dirk and his 44 points from tonight. Now if he could only realize he was meant to be with me..,pos
" I love him, and now, we're not even friends&lt;\3",neg
 i love my friends. And cant wait for church tomorrow!!!!!! Im up. Up. Up. Right now. This happens frequently.,pos
 i love my momma &lt;3,pos
 i LOVE shortsTack! (Especially Shaun!!hehe) But(bradie &amp;andy r gorgeous too!!!,pos
 I love talking to you. Even if its simple words.,pos
 I love the download fest.,pos
"- I love you, what do you say? ",pos
 i loved the new calf,pos
 I make nonsense jokes that make pain to others....,neg
" I may not get to keep my engagement ring.. may have to switch it... not fair, bc I want THAT ring.. oh well. ily Sparkle Puff.",neg
 i miss bby V....want to see her NOW!,neg
 I miss Direct TV...I could be watching the Cake Boss now or already watched it...,neg
 i miss guild wars... i still haven't touched the most recent one. it's just sitting on my desk. skylar alanine will get some action soon,neg
 I miss kelli. But I'm glad she's having fun  fun saturday night  goodnight. I miss jeffy.,pos
 i miss my boys....,neg
 I miss my brycey alreadt... oside bound.,neg
 I miss my cell phone ,neg
 I miss my friends,neg
 i miss my leddy boo...,neg
 i miss the days when i was the starfish to his sponge,neg
 I miss us! Miss the old times with the guyz ,neg
 I miss you.Where are you? D:,neg
 I need a hug,neg
 I need a money,neg
 I need a new Ipod!! This freaking thing won't Sync anymore!!! Anywho......Hoping the Magics make a run for the W!!!,neg
" I NEED A PHONE....MISSIN DA CRACKBERRY RITE NOW, SOMEBODY HELP ME PLEASE!!",neg
" i need followers-If you want Satellite TV on your pc, check this site  See http://bit.ly/SuSvGu",neg
 I need ktv!,neg
 I need my car fixed,neg
 I need someone to comfort me,neg
" I need study a lot, tommorow 2 tests: in music and physics, oh, and also art homework! Hmm... I think, that I will make optical illusion!",neg
 I need you more than you need me...and this hurts Paige.,neg
 i neva knew gettin an internship was this unpredictable,neg
 did't have proper food from morning on... Liquid diet... Citrus in breakfast &amp; apple shake in lunch...,neg
 Diego makes Tori sad that she FAILS ! Anti-depressant pills ftw. NOT!,neg
 Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,pos
 Dodgers are doing good today. ^3  6-neg Dodgers 2 outs,pos
- doesn`t have a phone. ,neg
 Doing my Chem pos6 Pre-lab. (,neg
" done with benjamin button, what a beautiful movie. Sleeping, dreaming of my wife. Hopefully go over her house early tomorrow&lt;3",pos
 don't feel like cooking...,neg
 dont get to see my boys tomorroww.im sad,neg
" dont let me down, mighty tkt booking portal...",neg
"- don't you hate it when you iPhone battery dies on you, and the nearest charge is pos5 miles away ",neg
 DOU GUYZ EVEN C ME HERE!?!?!?!?,neg
" down, nite.",neg
 dreams do come true.,pos
 driving to school without justin texting me.. What a lonely morning,neg
 dumb kyle i @him but doesnt have me on his updates,neg
 eatin cereal,pos
 eating food! hahaha,pos
 eeep i love her. so glad she's around.... hannahh! you said you'd text you never didd!,pos
 ehhh startin to think this is not for me,neg
 Either my Video Card died or my DVI cord went down the drain...,neg
 English tomorrow. *breaks down*,neg
" english, bummer...",neg
 enjoying my last days of summer &gt;sigh&lt;,pos
 equals sad. In case you were wondering.,neg
"-- err y am i still awake ? my birthday is june 24th woo hoo  , than BET awards june 28, than vegas july 2-5!",pos
 eurgh  silly sick. silly cold. silly tired. needs her stuff back!,neg
 Every boy...Ive never met anyone as cold as them  Well some boys,neg
" every number, bbm pin, and text message is gone from my phone...its empty. I'm about to cry...smh http://myloc.me/5dMB",neg
 Everybody Hates Vinde.,neg
 everyone from home is going to the beach today &amp; I'm stuck in philly,neg
 everyone hates canada! No @Mileycyrus and no @mitchelmusso who wants to road trip to fargo to see @mitchelmusso cause i sure am!,neg
 everyones going on holiday and im left on my loansome for like the 5 year in a row :'( tis crap to be soo skint stuck in shitty scotland,neg
 exams how i hate exams in the summer ! its not fun not at all !! BEACH i miss you !&lt;3,neg
- excited for toms shopping ! ,pos
 faster faster show on pos6th in Brunswick,pos
 fed up and upset. i need some good nosh down me and a cuddle from a lovely boy with messy hair please. i need a night out too..,neg
 Feddy won! Woop woop! Must compose myself now in preparation pour le finale d'Apprentice later. WAY too much excitement for one day!,pos
 feeling a little under the weather today.,neg
 Feels like a giggly school girl!,pos
 Fifa ticketing just times out. Seems like my 2negposneg ticket chances are getting less and less...,neg
" film not on till 7:45, will have to hold out for 2 hours, i'll fix some tea and then go to pops for an hour",neg
 damn it.,neg
- damn watchin Spidey Man 3  ::tears:: it touched my soul lol,neg
 damn wendy's commerical got that damn song in my head.,neg
 damn you mobbing deep,pos
" Damn, I missed Kindergarden Cop on showtime, I'll have to catch the replay later. &lt;3 that movie",neg
" damn, Kayley doesn't get to meet Robin.",neg
 Damn. This kinda sucks more than i thought it would. Probably not gonna sleep.,neg
 damn...I miss you...,neg
 dance flick was hilariouss!!!,pos
" dancin todayyy , dont wanna , and its lush weather in flippin wales, and im spending it inside :'(",neg
- dark angel is so cool. its unfair. i'm gonna go cut myself now ,neg
 David must be hospitalized for five days end of July (palatine tonsils).,neg
 dear driay LOL emo kid god this so brings back merions ha year 6,pos
 dear GOD...,neg
 Delivery from Aussie Farmers didn't work. The pity of living in a big apartment complex. Wished I had a house to use their services.,neg
 Design with humor. Escape key on the run!-- http://ow.ly/3dfT,pos
" despite my last tweet, I'm having a fantasticly sunny day (=",pos
 destiney is out. though megan is still my favourite,neg
 Detroit won the first game with a score of 3-pos. Red Wings lead series pos-neg. ! ,neg
 did not win my w and y tix...i am determined... excited for tonight yardhouse with my favesss... ONE WEEK!!!!!!,neg
 dident die from the tornado ohh well lolâ™¥,neg
 didn't realize this was happing. sighed and it went all over. so much angst that i sigh blood. http://tinyurl.com/kt2fm4,neg
 dis aint gud a heatstroke! ,neg
 disappointed the Cavs...,neg
 discussing the importance of ed westwick &amp; chace crawford with mia.,pos
 disneyland fireworks!,pos
"- do you want love or do you want fame, are you in the game? -Lady GaGa  such addictive beats! Getting ready to avoid wasting the day ",pos
 does anypos know wut time its sposed to rain?,neg
 Does anyone know how to treat a bug bite on a dog?,neg
 does neone know what is the exact procedure of getting a DS 2negpos9 issued ..and whether it costs for a summer intern ?,neg
 Doesn't know what to eat! What would you eat on very sensitive stomach after being sick?,neg
 don't ask... and if u do you will regret it alot,pos
 don't feel good,neg
 dont go i got luv for my posnegnegth follower lol @rashagirl28,neg
 Don't hope. You'll be disappointed,neg
 dont know how im goin to go on. i cannot sleep. i keep thinking of her... ,neg
 don't know why I bother,neg
 don't make fun of a concerned friend!,neg
 don't wanna think about cheating  my bf is going to Vegas this weekend. I decided not to go! ,neg
-- don't want to do all the housework tonight! ,neg
 Dream house!,pos
" Dropping my mom off at the airport, then distracting myself from being sad with museum hopping in LA!",neg
 Dt exam tomo .... Doing revsion now  !,neg
" i never get direct messages.. must not be exciting, hm? xD",neg
 i no feels good today,neg
 I now remember why Ms. Janet Jackson is in my top 3.,pos
 I only wanted him to wish me happy birthday.. So much for remembering. Its called facebook these days.,neg
 i oove you. bahaa,pos
- I posted too early. San Jose just scored ,neg
 I really hope Peter Facinelli wins his bet......,pos
 I really wanna go home. I HATE working late!,neg
 i really wish i could have kept that kitten.... someone just picked it up. It will have a good home with no mean cat hissing at it ,neg
 i sat on my chocolate truffles.... so much for saving them for to night *tear,neg
 i see how it is,neg
 i should have picked that dog up! Oh no  someone go on the freeway off near bob hope and rescue the cute black dog,neg
" I Shouldn't Have Came! Its Not The Same Without My Best Friend @TootsiiePop ...  I'm 4Real Y'all, I Miss My Sista.! I'm Bouta Cry ",neg
 I shouldn't miss you. &gt;_&lt;,neg
 I slept for maybe an hour or two...even though i tried so hard to fall asleep cause i need my rest.,neg
 i so don't like going to the dentist,neg
" I Still Cant Find My Phone , And I Cant Call It , Cause Its Dead",neg
 i swear to cheese &amp; crackers @songzyuuup is in Detroit like every 2 months &amp; i NEVER get to see him!  i swear this blows monkeyballs!,neg
 i think i gain another 4kg,neg
 i think i need a drink,neg
 i think im going to bed now... sooo tired! nitey nite!,neg
" i think its a good day, bang bang, dirty rich",pos
 I think its work time,pos
 I think my friend has swine flu... FOR REAL  he's in the hospital.,neg
 i think my trachea is infected again.,neg
 i thnk ima cry i feel rlly bad,neg
 i thought i made some progress... Nope,neg
 i totally know how you feel,neg
 i wanna be like you (Demi),pos
 i wanna crawl in a ball..,neg
 i wanna vote for Miley Cyrus and I cant!! I wanna live in the united states now!!,pos
 i wanna watch the new ep but of course it's ppv..put it on the pay members page too..please matt!!!,neg
 I want all my friends back. (via @Mikejones37) as do I.  Happy for you mike.,neg
 I want an unltimate maing room... free astros. XD,neg
 i want baja california starbursts for some odd reason. :/,neg
 i want iphone OS 3.neg...how much longer must i wait? :] me eating french toast. Yum yum yum,neg
 I want my Casanova &amp; Clopin.,neg
 i want summer love! PLEASE LORDDD lol. im so patheticcc.,neg
" I want the ham sandwich now, but diannaaaa is making me play pokemon.",neg
 i want to b happy n content. tell me hw. - http://tweet.sg,neg
" i want to enter in my old my space , but i forget the password",neg
 i want to get away!,neg
 i want to get out of sm riiight now. it is draining my soul,neg
 i want to go home get in bed. eat soup. watch friends season 5. all day. i feel like crap,neg
 I want to go to the Teen Choice Awards!,pos
 dude bringing up memories now,neg
 Eden missed a turn and then drifted. It was so damn scary. ((,neg
 ehhh bad day,neg
" elaina and sarah are over, watching movies and what not",pos
 electricity is out.,neg
 Eliminated Me (KQs) SB x (AKo) CO-pos with a king in the flop.,neg
" em chï¿½n cï¿½i trï¿½nh ?? English c?a th?ng AR47 quï¿½, v?y mï¿½ nï¿½ c? ng?i s?a em hoï¿½i huhu",neg
 Empty Nest...literally @ my fiancee's.  I hope they're still around. They were SO CUTE &amp; I miss them!,neg
 England what the hell :'( :'( #cricket # T2neg,neg
 enough said.,neg
- eShoot canceled... It's storming and raining in Tampa!  ,neg
 europe cruise mite be cancelled; there was a fire that happened on our ship..... My summer is officialy ruined. ,neg
 even Poirot is not making my head feel better.,neg
 even worse than I thought ,neg
" Ever since my brother got married, I feel so alone at home. Even though we seldom communicate but he's presence at home is enough.",neg
 everybody has jobs. I am going to be the only one without money.,neg
" everybody that has my number and my BBM my phone is not working so will be getting a new phone on thursday.. THIS SUCKS, i love you yall",neg
 everyone deserves to be forgiven.,neg
 everyone have an AWESOME wknd! yay for sunshine!,pos
 everyones just set to &quot;Away&quot; on msn.. nobody to talk to :\,neg
 Everything went as planned!!! Now I have many many many new souvenirs from #Herschel and #Planck ,pos
 everythings so fucking chilled atm  loving life right this minute. ooo dj am and trvs ayeeeeeeee i think sooo  FIX YOUR FACE pos4 FTW.,pos
 exams suck,neg
 Exams!!!,neg
 excellent morning! trying to take in the fact that theres only pos more week left of school &quot;/,pos
 Excited about purchasing my new MacBook Pro - should be here in a few days,pos
 Excited. Dont think i will sleep tonight!,pos
 failed my psychology class last semester. I don't know if i want to go back in the fall now. Wow that's depressing and whats even more,neg
" fallen leaves, fallen leaves on the ground ",pos
 fantastic..it's probably cause of the messaging last night/morning..,neg
 Farm Town isn't connecting for me. And I have crops that need to be harvested. #fb,neg
 Farrah Fawcett has passed away ,neg
 Farrah Fawcett... one less charlie's angel but one more angel for god,neg
 FBI: Terrorist Attack On Golden Gate Bridge May Have Been Green-Screened http://bit.ly/hdexD (via @TheOnion),pos
 fcked thing up for good no ,neg
" feel like crying. fucking bitch stealing my family, i want them back.",neg
" Feel like shit. Choked on something last night &amp; now throat &amp; chest ache &amp; headache. Chicken noodle soup, sandwich, chips, then bed.",neg
" Feel sorry for him, he's kidless on father's day.",neg
 feeling sad that rapidshare.com acct has bn expired... #fb,neg
 feeling very down this friday morning... i hate when i have time to think... i just get myself down /sigh,neg
- Figuredd out how to edit profilee  .. &amp; Levi youu dont need to do a 2negneg Calorie diet :S,pos
 Final Destination 4 has a release date!! August posst!!!!,pos
 finally a good mood ,pos
 finally got my FMC tickets in the mail!!!!!!!!! yeeeeeeeeeeee,pos
 finally linked my fone 2 twitter,pos
